dataset	method	question_id	answer_recall	contain_accuracy	legacy_exact_match	legacy_precision	legacy_recall	legacy_f1	llm_accuracy_score	llm_completeness_score	llm_conciseness_score	llm_total_score	evidence_observed	num_evidence_chunks	silver_scored	silver_hit_at_5	silver_recall_at_5	evidence_mrr	first_hit_rank	target_unit_scored	target_unit_recall_at_5	claim_scored	claim_coverage_at_5	duplicate_evidence_ratio	miss_rate	latency_seconds	llm_calls	search_calls	read_calls	tool_calls	embedding_calls	rerank_calls	input_tokens	output_tokens	total_tokens
agriculture	vanilla_llm	1190399dd2fc582d3385c8cfcd87336b	0.4666666666666667	0.0	0.0	0.16666666666666666	0.4666666666666667	0.2456140350877193	2.0	1.0	2.0	5.0	0	0										0.0		2.3909926414489746	1.0	0.0	0.0	0.0	0.0	0.0	12.0	106.0	118.0
agriculture	vanilla_llm	a47af2ef6906688e3e4928efb275038e	0.3103448275862069	0.0	0.0	0.3	0.3103448275862069	0.3050847457627119	1.0	1.0	1.0	3.0	0	0										0.0		0.8629703521728516	1.0	0.0	0.0	0.0	0.0	0.0	7.0	34.0	41.0
agriculture	vanilla_llm	f32bcd92713842a03427fa9feb806efa	0.4838709677419355	0.0	0.0	0.22727272727272727	0.4838709677419355	0.3092783505154639	3.0	2.0	2.0	7.0	0	0										0.0		1.9103000164031982	1.0	0.0	0.0	0.0	0.0	0.0	15.0	82.0	97.0
agriculture	vanilla_llm	ef854ca8b41d20eebf296f7ba8af26f9	0.5454545454545454	0.0	0.0	0.1348314606741573	0.5454545454545454	0.2162162162162162	1.0	0.0	0.0	1.0	0	0										0.0		2.5983664989471436	1.0	0.0	0.0	0.0	0.0	0.0	13.0	110.0	123.0
agriculture	vanilla_llm	9992d2b03f541f91057064219dfb0239	0.8	0.0	0.0	0.07804878048780488	0.8	0.14222222222222222	3.0	2.0	2.0	7.0	0	0										0.0		6.659893035888672	1.0	0.0	0.0	0.0	0.0	0.0	13.0	255.0	268.0
agriculture	vanilla_llm	be9bf57147ce13f45c15bb01c3de9408	0.5277777777777778	0.0	0.0	0.10857142857142857	0.5277777777777778	0.18009478672985785	2.0	1.0	2.0	5.0	0	0										0.0		5.695679426193237	1.0	0.0	0.0	0.0	0.0	0.0	11.0	238.0	249.0
agriculture	vanilla_llm	c44111b2f9bd210ffa152f3d46866d00	0.6333333333333333	0.0	0.0	0.35185185185185186	0.6333333333333333	0.4523809523809524	4.0	3.0	2.0	9.0	0	0										0.0		1.6888039112091064	1.0	0.0	0.0	0.0	0.0	0.0	15.0	72.0	87.0
agriculture	vanilla_llm	1ef9e8d95d9d563380772958622881b7	0.5135135135135135	0.0	0.0	0.09547738693467336	0.5135135135135135	0.16101694915254236	2.0	0.0	0.0	2.0	0	0										0.0		5.7032952308654785	1.0	0.0	0.0	0.0	0.0	0.0	13.0	245.0	258.0
agriculture	vanilla_llm	d874ca9d396b1bd260ec196dbdc1986c	0.5588235294117647	0.0	0.0	0.06050955414012739	0.5588235294117647	0.10919540229885057	4.0	2.0	1.0	7.0	0	0										0.0		9.787142276763916	1.0	0.0	0.0	0.0	0.0	0.0	12.0	463.0	475.0
agriculture	vanilla_llm	b6d1b4fa576b3835304870311dd22e82	0.8148148148148148	0.0	0.0	0.46808510638297873	0.8148148148148148	0.5945945945945945	4.0	2.0	3.0	9.0	0	0										0.0		1.4010446071624756	1.0	0.0	0.0	0.0	0.0	0.0	19.0	60.0	79.0
agriculture	vanilla_llm	d0cf5be19875ca08bde6eff88524c658	0.6428571428571429	0.0	0.0	0.16666666666666666	0.6428571428571429	0.2647058823529412	1.0	1.0	1.0	3.0	0	0										0.0		3.0413036346435547	1.0	0.0	0.0	0.0	0.0	0.0	14.0	128.0	142.0
agriculture	vanilla_llm	7a81662a50db7ab99474739f748d871a	0.625	0.0	0.0	0.2857142857142857	0.625	0.392156862745098	4.0	3.0	1.0	8.0	0	0										0.0		1.999544620513916	1.0	0.0	0.0	0.0	0.0	0.0	14.0	84.0	98.0
agriculture	vanilla_llm	3d72f07483ce94e22f6233fd21c41495	0.38461538461538464	0.0	0.0	0.25	0.38461538461538464	0.30303030303030304	3.0	1.0	1.0	5.0	0	0										0.0		1.7997398376464844	1.0	0.0	0.0	0.0	0.0	0.0	13.0	74.0	87.0
agriculture	vanilla_llm	de98245652df30b8697c0bdc4e15fd33	0.5454545454545454	0.0	0.0	0.14634146341463414	0.5454545454545454	0.23076923076923073	2.0	1.0	1.0	4.0	0	0										0.0		3.5654382705688477	1.0	0.0	0.0	0.0	0.0	0.0	11.0	149.0	160.0
agriculture	vanilla_llm	1b16647c7cbc8fcdfaa9c9d439639a79	0.36666666666666664	0.0	0.0	0.15492957746478872	0.36666666666666664	0.21782178217821782	3.0	1.0	2.0	6.0	0	0										0.0		2.1994524002075195	1.0	0.0	0.0	0.0	0.0	0.0	17.0	91.0	108.0
agriculture	vanilla_llm	2580aebf288664197a5dad7ec8e0aa1c	0.4	0.0	0.0	0.30303030303030304	0.4	0.3448275862068965	2.0	1.0	1.0	4.0	0	0										0.0		0.982271671295166	1.0	0.0	0.0	0.0	0.0	0.0	19.0	42.0	61.0
agriculture	vanilla_llm	9ab0b2ccd9e355e5cca31fa9347743c3	0.4444444444444444	0.0	0.0	0.13636363636363635	0.4444444444444444	0.20869565217391303	1.0	1.0	2.0	4.0	0	0										0.0		2.55086612701416	1.0	0.0	0.0	0.0	0.0	0.0	27.0	110.0	137.0
agriculture	vanilla_llm	abddf8b0ac95a0e49c2ee01c0197f894	0.6756756756756757	0.0	0.0	0.09505703422053231	0.6756756756756757	0.16666666666666663	0.0	0.0	0.0	0.0	0	0										0.0		8.552052021026611	1.0	0.0	0.0	0.0	0.0	0.0	25.0	394.0	419.0
agriculture	vanilla_llm	df7526fe0fc6ba660c87576a8698d3b8	0.625	0.0	0.0	0.14388489208633093	0.625	0.23391812865497075	4.0	3.0	2.0	9.0	0	0										0.0		7.946710824966431	1.0	0.0	0.0	0.0	0.0	0.0	15.0	350.0	365.0
agriculture	vanilla_llm	e4bb7479b1f29a32f0a3ecbfc8949fc5	0.6774193548387096	0.0	0.0	0.10047846889952153	0.6774193548387096	0.17500000000000002	2.0	1.0	1.0	4.0	0	0										0.0		6.306463718414307	1.0	0.0	0.0	0.0	0.0	0.0	17.0	296.0	313.0
agriculture	vanilla_llm	21d78fc382b8675a74523eb1a6c7d20e	0.6	0.0	0.0	0.22340425531914893	0.6	0.3255813953488372	1.0	1.0	2.0	4.0	0	0										0.0		2.7979934215545654	1.0	0.0	0.0	0.0	0.0	0.0	16.0	120.0	136.0
agriculture	vanilla_llm	3893ab1514c1da9b3b09f990f9080d09	0.5454545454545454	0.0	0.0	0.21686746987951808	0.5454545454545454	0.31034482758620685	4.0	2.0	2.0	8.0	0	0										0.0		2.354647159576416	1.0	0.0	0.0	0.0	0.0	0.0	17.0	102.0	119.0
agriculture	vanilla_llm	cd01ad78039b07acc119df2fadca1e4b	0.27450980392156865	0.0	0.0	0.16091954022988506	0.27450980392156865	0.20289855072463767	1.0	0.0	1.0	2.0	0	0										0.0		2.7075982093811035	1.0	0.0	0.0	0.0	0.0	0.0	13.0	113.0	126.0
agriculture	vanilla_llm	51999b48616969348aadf84510de0664	0.6428571428571429	0.0	0.0	0.27692307692307694	0.6428571428571429	0.38709677419354843	4.0	1.0	2.0	7.0	0	0										0.0		1.8586370944976807	1.0	0.0	0.0	0.0	0.0	0.0	11.0	79.0	90.0
agriculture	vanilla_llm	f5d264a06f3037bb0abd6ed996adb6d8	0.34615384615384615	0.0	0.0	0.17307692307692307	0.34615384615384615	0.23076923076923078	3.0	3.0	2.0	8.0	0	0										0.0		1.422821044921875	1.0	0.0	0.0	0.0	0.0	0.0	16.0	63.0	79.0
agriculture	vanilla_llm	daaf7a4f59f64a073b2e860fdb85f12b	0.5333333333333333	0.0	0.0	0.13559322033898305	0.5333333333333333	0.21621621621621623	1.0	0.0	3.0	4.0	0	0										0.0		3.497192859649658	1.0	0.0	0.0	0.0	0.0	0.0	12.0	144.0	156.0
agriculture	vanilla_llm	983a26b9fce84864edd683c2fcf33e00	0.36666666666666664	0.0	0.0	0.16176470588235295	0.36666666666666664	0.22448979591836735	1.0	1.0	1.0	3.0	0	0										0.0		1.946808099746704	1.0	0.0	0.0	0.0	0.0	0.0	10.0	85.0	95.0
agriculture	vanilla_llm	a707718658a5ec9024f0569a56a41b7f	0.8518518518518519	0.0	0.0	0.2839506172839506	0.8518518518518519	0.42592592592592593	4.0	3.0	2.0	9.0	0	0										0.0		2.345324754714966	1.0	0.0	0.0	0.0	0.0	0.0	12.0	103.0	115.0
agriculture	vanilla_llm	9f4f24a2ae5eb2f4be401e6ba00fc25d	0.6666666666666666	0.0	0.0	0.375	0.6666666666666666	0.4800000000000001	1.0	0.0	2.0	3.0	0	0										0.0		1.711336374282837	1.0	0.0	0.0	0.0	0.0	0.0	16.0	75.0	91.0
agriculture	vanilla_llm	3b71a0df65b68b24b816df11f58505b9	0.7368421052631579	0.0	0.0	0.06306306306306306	0.7368421052631579	0.11618257261410786	4.0	3.0	0.0	7.0	0	0										0.0		6.926997423171997	1.0	0.0	0.0	0.0	0.0	0.0	16.0	302.0	318.0
agriculture	vanilla_llm	a513e6826a67aa01a3e11a33281dfcc7	0.23809523809523808	0.0	0.0	0.21739130434782608	0.23809523809523808	0.22727272727272724	1.0	0.0	2.0	3.0	0	0										0.0		1.3707504272460938	1.0	0.0	0.0	0.0	0.0	0.0	7.0	59.0	66.0
agriculture	vanilla_llm	6d70d6d101b499c7702d0e1f4ab23ff2	0.391304347826087	0.0	0.0	0.1111111111111111	0.391304347826087	0.17307692307692307	1.0	0.0	1.0	2.0	0	0										0.0		4.67328667640686	1.0	0.0	0.0	0.0	0.0	0.0	12.0	207.0	219.0
agriculture	vanilla_llm	7b01c9afc584982d04b340c01f02d1e0	0.6875	0.0	0.0	0.2222222222222222	0.6875	0.3358778625954198	2.0	1.0	2.0	5.0	0	0										0.0		2.566594362258911	1.0	0.0	0.0	0.0	0.0	0.0	13.0	114.0	127.0
agriculture	vanilla_llm	bad5fd66ebeb46b8e8ea7b03fb3e14f9	0.5897435897435898	0.0	0.0	0.08303249097472924	0.5897435897435898	0.14556962025316456	4.0	3.0	1.0	8.0	0	0										0.0		8.772306680679321	1.0	0.0	0.0	0.0	0.0	0.0	14.0	406.0	420.0
agriculture	vanilla_llm	055099844358471d57bb6269e1e7c673	0.7021276595744681	0.0	0.0	0.10060975609756098	0.7021276595744681	0.17600000000000002	3.0	2.0	1.0	6.0	0	0										0.0		10.172724962234497	1.0	0.0	0.0	0.0	0.0	0.0	19.0	456.0	475.0
agriculture	vanilla_llm	c06bb73b0021cf1336bad4f9c6040ded	0.6060606060606061	0.0	0.0	0.09615384615384616	0.6060606060606061	0.16597510373443985	2.0	2.0	1.0	5.0	0	0										0.0		6.547686815261841	1.0	0.0	0.0	0.0	0.0	0.0	13.0	292.0	305.0
agriculture	vanilla_llm	42facd7b8b5024ceffe461ab7af3d071	0.48717948717948717	0.0	0.0	0.3064516129032258	0.48717948717948717	0.37623762376237624	4.0	3.0	3.0	10.0	0	0										0.0		1.9904112815856934	1.0	0.0	0.0	0.0	0.0	0.0	10.0	81.0	91.0
agriculture	vanilla_llm	7c5af39de9077cc8f7364d9fd5ed3656	0.6	0.0	0.0	0.06367924528301887	0.6	0.11513859275053305	4.0	3.0	2.0	9.0	0	0										0.0		14.309566020965576	1.0	0.0	0.0	0.0	0.0	0.0	16.0	612.0	628.0
agriculture	vanilla_llm	e253f0877b9909667729946fe574a4b9	0.64	0.0	0.0	0.07142857142857142	0.64	0.12851405622489961	4.0	3.0	2.0	9.0	0	0										0.0		7.726685047149658	1.0	0.0	0.0	0.0	0.0	0.0	16.0	345.0	361.0
agriculture	vanilla_llm	36cd8d9be483d3e7d59a23823911c822	0.8125	0.0	0.0	0.10077519379844961	0.8125	0.1793103448275862	4.0	3.0	1.0	8.0	0	0										0.0		7.9177162647247314	1.0	0.0	0.0	0.0	0.0	0.0	14.0	357.0	371.0
agriculture	vanilla_llm	d6f15c07f9273e6a04ec62a4f23f6286	0.8275862068965517	0.0	0.0	0.0781758957654723	0.8275862068965517	0.14285714285714285	4.0	3.0	3.0	10.0	0	0										0.0		10.683343648910522	1.0	0.0	0.0	0.0	0.0	0.0	16.0	456.0	472.0
agriculture	vanilla_llm	404d319b756b9641d4bdd0a9c16c3e93	0.625	0.0	0.0	0.08417508417508418	0.625	0.1483679525222552	4.0	3.0	1.0	8.0	0	0										0.0		9.806819677352905	1.0	0.0	0.0	0.0	0.0	0.0	11.0	475.0	486.0
agriculture	vanilla_llm	d3ea31ccae3108b4f88702d606a0857a	0.47368421052631576	0.0	0.0	0.17647058823529413	0.47368421052631576	0.2571428571428572	1.0	1.0	2.0	4.0	0	0										0.0		3.055011034011841	1.0	0.0	0.0	0.0	0.0	0.0	13.0	132.0	145.0
agriculture	vanilla_llm	932453158c6422bd3b6a9d044a74b378	0.48484848484848486	0.0	0.0	0.06201550387596899	0.48484848484848486	0.10996563573883161	2.0	1.0	1.0	4.0	0	0										0.0		7.874942064285278	1.0	0.0	0.0	0.0	0.0	0.0	15.0	391.0	406.0
agriculture	vanilla_llm	4eea202ab24c2dc376d9e0c14c25e037	0.5172413793103449	0.0	0.0	0.08287292817679558	0.5172413793103449	0.14285714285714285	0.0	0.0	2.0	2.0	0	0										0.0		5.592900514602661	1.0	0.0	0.0	0.0	0.0	0.0	17.0	228.0	245.0
agriculture	vanilla_llm	3cb739c60e8a33dfc077a31d8e2de5c0	0.44642857142857145	0.0	0.0	0.12886597938144329	0.44642857142857145	0.2	0.0	1.0	2.0	3.0	0	0										0.0		5.926131010055542	1.0	0.0	0.0	0.0	0.0	0.0	12.0	262.0	274.0
agriculture	vanilla_llm	c30c252f742c200b69b2f7f206d59676	0.46875	0.0	0.0	0.07281553398058252	0.46875	0.12605042016806722	4.0	2.0	2.0	8.0	0	0										0.0		6.8106794357299805	1.0	0.0	0.0	0.0	0.0	0.0	15.0	269.0	284.0
agriculture	vanilla_llm	51089f7191d0d69d905058240d6fb253	0.625	0.0	0.0	0.07722007722007722	0.625	0.13745704467353953	3.0	2.0	1.0	6.0	0	0										0.0		8.350199699401855	1.0	0.0	0.0	0.0	0.0	0.0	18.0	380.0	398.0
agriculture	vanilla_llm	568ee3c290f9ca2101562b5081f2ab44	0.4230769230769231	0.0	0.0	0.1506849315068493	0.4230769230769231	0.2222222222222222	1.0	0.0	1.0	2.0	0	0										0.0		2.080026149749756	1.0	0.0	0.0	0.0	0.0	0.0	10.0	92.0	102.0
agriculture	vanilla_llm	69c38e16b1cd708514a58a50d83b4751	0.75	0.0	0.0	0.0995850622406639	0.75	0.17582417582417584	1.0	1.0	1.0	3.0	0	0										0.0		7.615404844284058	1.0	0.0	0.0	0.0	0.0	0.0	13.0	335.0	348.0
agriculture	vanilla_llm	a6fdab3e933d82b59d32bdc215a2b53e	0.5238095238095238	0.0	0.0	0.08764940239043825	0.5238095238095238	0.1501706484641638	2.0	1.0	1.0	4.0	0	0										0.0		7.87346076965332	1.0	0.0	0.0	0.0	0.0	0.0	9.0	357.0	366.0
agriculture	vanilla_llm	f863248434f339584c7a0ef029a1146e	0.6666666666666666	0.0	0.0	0.17567567567567569	0.6666666666666666	0.27807486631016043	0.0	0.0	1.0	1.0	0	0										0.0		4.27919340133667	1.0	0.0	0.0	0.0	0.0	0.0	13.0	182.0	195.0
agriculture	vanilla_llm	9eb480441a9d2eac78f281ebd57786e5	0.34210526315789475	0.0	0.0	0.13978494623655913	0.34210526315789475	0.19847328244274806	4.0	2.0	2.0	8.0	0	0										0.0		2.9082882404327393	1.0	0.0	0.0	0.0	0.0	0.0	13.0	115.0	128.0
agriculture	vanilla_llm	0215686ebfc06f5b8becc5999972ff69	0.5675675675675675	0.0	0.0	0.07984790874524715	0.5675675675675675	0.13999999999999999	3.0	1.0	0.0	4.0	0	0										0.0		7.940650224685669	1.0	0.0	0.0	0.0	0.0	0.0	14.0	364.0	378.0
agriculture	vanilla_llm	fb55ae5c6bc99368de11cf4d6831bc60	0.5111111111111111	0.0	0.0	0.09465020576131687	0.5111111111111111	0.1597222222222222	4.0	3.0	1.0	8.0	0	0										0.0		8.504385232925415	1.0	0.0	0.0	0.0	0.0	0.0	21.0	390.0	411.0
agriculture	vanilla_llm	a0587f90ad3f93701fce29c2fa56b67d	0.2	0.0	0.0	0.14285714285714285	0.2	0.16666666666666666	0.0	0.0	1.0	1.0	0	0										0.0		0.6422960758209229	1.0	0.0	0.0	0.0	0.0	0.0	12.0	27.0	39.0
agriculture	vanilla_llm	f524ec724389787217ee4e9fa13035b4	0.7380952380952381	0.0	0.0	0.1169811320754717	0.7380952380952381	0.20195439739413681	3.0	1.0	1.0	5.0	0	0										0.0		7.938998460769653	1.0	0.0	0.0	0.0	0.0	0.0	9.0	372.0	381.0
agriculture	vanilla_llm	13baf9257af352603f14c3834ab250d3	0.44680851063829785	0.0	0.0	0.20192307692307693	0.44680851063829785	0.2781456953642384					0	0										0.0		3.016281843185425	1.0	0.0	0.0	0.0	0.0	0.0	14.0	129.0	143.0
agriculture	vanilla_llm	f2a685dc42276a87b14f63916c9eff37	0.6	0.0	0.0	0.1875	0.6	0.2857142857142857	4.0	2.0	2.0	8.0	0	0										0.0		2.7221486568450928	1.0	0.0	0.0	0.0	0.0	0.0	11.0	118.0	129.0
agriculture	vanilla_llm	2f1268a58fda614ff256ab50fb234ffb	0.7804878048780488	0.0	0.0	0.10702341137123746	0.7804878048780488	0.18823529411764706	4.0	3.0	3.0	10.0	0	0										0.0		9.431339263916016	1.0	0.0	0.0	0.0	0.0	0.0	22.0	425.0	447.0
agriculture	vanilla_llm	f31433b462b0444842199aeaa51d4933	0.6071428571428571	0.0	0.0	0.21518987341772153	0.6071428571428571	0.3177570093457944	3.0	2.0	1.0	6.0	0	0										0.0		2.551884174346924	1.0	0.0	0.0	0.0	0.0	0.0	19.0	100.0	119.0
agriculture	vanilla_llm	1935e756a042c17a07f0ba5db51dcbed	0.47619047619047616	0.0	0.0	0.17857142857142858	0.47619047619047616	0.2597402597402597					0	0										0.0		1.6809687614440918	1.0	0.0	0.0	0.0	0.0	0.0	9.0	69.0	78.0
agriculture	vanilla_llm	93f880324bfa2dd663be51b8117584b8	0.5757575757575758	0.0	0.0	0.12666666666666668	0.5757575757575758	0.20765027322404372	3.0	2.0	2.0	7.0	0	0										0.0		5.194260358810425	1.0	0.0	0.0	0.0	0.0	0.0	13.0	230.0	243.0
agriculture	vanilla_llm	77032500a0e445db5f219c3b4bcb3831	0.3150684931506849	0.0	0.0	0.26136363636363635	0.3150684931506849	0.2857142857142857	1.0	0.0	1.0	2.0	0	0										0.0		2.5532331466674805	1.0	0.0	0.0	0.0	0.0	0.0	13.0	112.0	125.0
agriculture	vanilla_llm	a0e0530a0f38a8d8febdd7ad74e462af	0.6774193548387096	0.0	0.0	0.14093959731543623	0.6774193548387096	0.2333333333333333	4.0	2.0	1.0	7.0	0	0										0.0		4.894334077835083	1.0	0.0	0.0	0.0	0.0	0.0	12.0	198.0	210.0
agriculture	vanilla_llm	7bbc1778c04e9846e079c0d6ae1e97d0	0.3055555555555556	0.0	0.0	0.4074074074074074	0.3055555555555556	0.3492063492063492	0.0	0.0	2.0	2.0	0	0										0.0		0.9555015563964844	1.0	0.0	0.0	0.0	0.0	0.0	19.0	43.0	62.0
agriculture	vanilla_llm	4f10bf39a7d9efce270d73a0c6908878	0.7931034482758621	0.0	0.0	0.09663865546218488	0.7931034482758621	0.17228464419475656	4.0	3.0	3.0	10.0	0	0										0.0		7.6158552169799805	1.0	0.0	0.0	0.0	0.0	0.0	18.0	353.0	371.0
agriculture	vanilla_llm	0b4453617adf00739b574f6b597a94a9	0.5576923076923077	0.0	0.0	0.10943396226415095	0.5576923076923077	0.1829652996845426	2.0	1.0	1.0	4.0	0	0										0.0		8.970070838928223	1.0	0.0	0.0	0.0	0.0	0.0	25.0	415.0	440.0
agriculture	vanilla_llm	dd07d5afe4e32c67fe630c2696a37bd0	0.34210526315789475	0.0	0.0	0.18840579710144928	0.34210526315789475	0.24299065420560748	1.0	1.0	2.0	4.0	0	0										0.0		2.1914637088775635	1.0	0.0	0.0	0.0	0.0	0.0	12.0	92.0	104.0
agriculture	vanilla_llm	a786bbfe7217e81f66060a9cb41bfb4f	0.6129032258064516	0.0	0.0	0.09644670050761421	0.6129032258064516	0.16666666666666666	4.0	3.0	1.0	8.0	0	0										0.0		6.106135606765747	1.0	0.0	0.0	0.0	0.0	0.0	17.0	282.0	299.0
agriculture	vanilla_llm	971de0cc629c4e483fed4f100c07f2bb	0.8709677419354839	0.0	0.0	0.13846153846153847	0.8709677419354839	0.23893805309734514	4.0	3.0	3.0	10.0	0	0										0.0		6.282291412353516	1.0	0.0	0.0	0.0	0.0	0.0	16.0	260.0	276.0
agriculture	vanilla_llm	e5482886d2002090581542ffa9970d93	0.5	0.0	0.0	0.06884057971014493	0.5	0.12101910828025478	3.0	2.0	1.0	6.0	0	0										0.0		7.9506447315216064	1.0	0.0	0.0	0.0	0.0	0.0	16.0	347.0	363.0
agriculture	vanilla_llm	1a1258976551bb1be9fd714286151fdf	0.65	0.0	0.0	0.07975460122699386	0.65	0.14207650273224043	4.0	2.0	2.0	8.0	0	0										0.0		5.141929626464844	1.0	0.0	0.0	0.0	0.0	0.0	12.0	239.0	251.0
agriculture	vanilla_llm	95daa91d5bd213372217f1ddee5a1e52	0.3870967741935484	0.0	0.0	0.15	0.3870967741935484	0.2162162162162162	4.0	2.0	1.0	7.0	0	0										0.0		2.3767964839935303	1.0	0.0	0.0	0.0	0.0	0.0	17.0	106.0	123.0
agriculture	vanilla_llm	20f7d073a99458a8af8cad8bcce12dd8	0.725	0.0	0.0	0.14285714285714285	0.725	0.23868312757201643	4.0	3.0	3.0	10.0	0	0										0.0		5.993008852005005	1.0	0.0	0.0	0.0	0.0	0.0	21.0	259.0	280.0
agriculture	vanilla_llm	b83554d7131e8ae9c873eb6e78f089ee	0.6875	0.0	0.0	0.09865470852017937	0.6875	0.17254901960784316	3.0	2.0	2.0	7.0	0	0										0.0		6.74826979637146	1.0	0.0	0.0	0.0	0.0	0.0	19.0	295.0	314.0
agriculture	vanilla_llm	f162cbc4c4c9b8c6aaca55c5019205bd	0.71875	0.0	0.0	0.18110236220472442	0.71875	0.289308176100629	4.0	3.0	1.0	8.0	0	0										0.0		3.852309465408325	1.0	0.0	0.0	0.0	0.0	0.0	12.0	161.0	173.0
agriculture	vanilla_llm	9cb5d0b232a667af1038b00205cb73db	0.5675675675675675	0.0	0.0	0.38181818181818183	0.5675675675675675	0.4565217391304348	2.0	2.0	1.0	5.0	0	0										0.0		1.6445884704589844	1.0	0.0	0.0	0.0	0.0	0.0	14.0	67.0	81.0
agriculture	vanilla_llm	52d7236fa783d17a976cbb3b0ba4f376	0.8947368421052632	0.0	0.0	0.08173076923076923	0.8947368421052632	0.14977973568281938	4.0	3.0	3.0	10.0	0	0										0.0		7.635771036148071	1.0	0.0	0.0	0.0	0.0	0.0	13.0	305.0	318.0
