dataset	method	method_label	question_id	answer_recall	contain_accuracy	legacy_exact_match	legacy_precision	legacy_recall	legacy_f1	llm_accuracy_score	llm_completeness_score	llm_conciseness_score	llm_total_score	evidence_observed	num_evidence_chunks	silver_scored	silver_hit_at_5	silver_recall_at_5	evidence_mrr	first_hit_rank	target_unit_scored	target_unit_recall_at_5	claim_scored	claim_coverage_at_5	duplicate_evidence_ratio	miss_rate	latency_seconds	llm_calls	search_calls	read_calls	tool_calls	embedding_calls	rerank_calls	input_tokens	output_tokens	total_tokens	cue_topb
agriculture	signpost.full	Signpost topb8	a707718658a5ec9024f0569a56a41b7f	0.5185185185185185	0.0	0.0	0.4117647058823529	0.5185185185185185	0.45901639344262296	4.0	2.0	3.0	9.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	131.38363218307495	2.0	3.0	9.0	12.0	0.0	0.0	3363.0	176.0	3539.0	8
agriculture	signpost.full	Signpost topb8	7c5af39de9077cc8f7364d9fd5ed3656	0.4888888888888889	0.0	0.0	0.25	0.4888888888888889	0.3308270676691729	3.0	2.0	2.0	6.0	1	9	1	0.0	0.0	0.16666666666666666	6.0	1	0.0	1	0.0	0.4444444444444444	1.0	157.28326177597046	2.0	3.0	9.0	12.0	0.0	0.0	4308.0	257.0	4565.0	8
agriculture	signpost.full	Signpost topb8	51089f7191d0d69d905058240d6fb253	0.625	0.0	0.0	0.20618556701030927	0.625	0.31007751937984496	4.0	3.0	2.0	8.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.5555555555555556	1.0	187.86553859710693	2.0	3.0	9.0	12.0	0.0	0.0	3217.0	303.0	3520.0	8
agriculture	signpost.full	Signpost topb8	13baf9257af352603f14c3834ab250d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.33333333333333337	1.0	118.73979830741882	2.0	3.0	9.0	12.0	0.0	0.0	1034.0	144.0	1178.0	8
agriculture	signpost.full	Signpost topb8	0b4453617adf00739b574f6b597a94a9	0.7307692307692307	0.0	0.0	0.35185185185185186	0.7307692307692307	0.47500000000000003	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	1.0	1.0	1	1.0	1	1.0	0.11111111111111116	0.0	176.7940080165863	2.0	3.0	9.0	12.0	0.0	0.0	4847.0	281.0	5128.0	8
agriculture	signpost.full	Signpost topb8	9cb5d0b232a667af1038b00205cb73db	0.7567567567567568	0.0	0.0	0.3888888888888889	0.7567567567567568	0.5137614678899083	4.0	3.0	1.0	8.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	154.01904892921448	2.0	3.0	9.0	12.0	0.0	0.0	4570.0	234.0	4804.0	8
agriculture	signpost.full	Signpost topb8	44c70611f8120d487deb6aa2ecff2a49	0.8518518518518519	0.0	0.0	0.27710843373493976	0.8518518518518519	0.41818181818181815	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	0.25	4.0	1	1.0	1	1.0	0.33333333333333337	0.0	150.4983775615692	2.0	3.0	9.0	12.0	0.0	0.0	3555.0	244.0	3799.0	8
agriculture	signpost.full	Signpost topb8	20757252703f3209d8e3c060ee68c75a	0.5517241379310345	0.0	0.0	0.23880597014925373	0.5517241379310345	0.33333333333333326	2.0	1.0	3.0	6.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.2222222222222222	1.0	143.64918494224548	2.0	3.0	9.0	12.0	0.0	0.0	3541.0	244.0	3785.0	8
agriculture	signpost.full	Signpost topb8	d874ca9d396b1bd260ec196dbdc1986c	0.5294117647058824	0.0	0.0	0.1935483870967742	0.5294117647058824	0.28346456692913385	4.0	2.0	1.0	7.0	1	9	1	1.0	0.6666666666666666	0.5	2.0	1	0.8333333333333334	1	0.5	0.0	0.0	157.18008470535278	2.0	3.0	9.0	12.0	0.0	0.0	4273.0	248.0	4521.0	8
agriculture	signpost.full	Signpost topb8	df7526fe0fc6ba660c87576a8698d3b8	0.390625	0.0	0.0	0.26881720430107525	0.390625	0.3184713375796178	3.0	2.0	2.0	7.0	1	9	1	0.0	0.0	0.125	8.0	1	0.0	1	0.0	0.0	1.0	150.81690740585327	2.0	3.0	9.0	12.0	0.0	0.0	3584.0	269.0	3853.0	8
agriculture	signpost.full	Signpost topb8	9f4f24a2ae5eb2f4be401e6ba00fc25d	0.8333333333333334	0.0	0.0	0.5660377358490566	0.8333333333333334	0.6741573033707865	4.0	3.0	2.0	9.0	1	9	1	1.0	1.0	1.0	1.0	1	0.8	1	0.5	0.33333333333333337	0.0	133.74535465240479	2.0	3.0	9.0	12.0	0.0	0.0	3896.0	221.0	4117.0	8
agriculture	signpost.full	Signpost topb8	e253f0877b9909667729946fe574a4b9	0.52	0.0	0.0	0.18309859154929578	0.52	0.27083333333333337	4.0	3.0	2.0	9.0	1	9	1	1.0	1.0	1.0	1.0	1	1.0	1	1.0	0.6666666666666667	0.0	172.39812183380127	2.0	3.0	9.0	12.0	0.0	0.0	4215.0	250.0	4465.0	8
agriculture	signpost.full	Signpost topb8	568ee3c290f9ca2101562b5081f2ab44	0.4230769230769231	0.0	0.0	0.11956521739130435	0.4230769230769231	0.1864406779661017	4.0	3.0	3.0	10.0	1	9	1	1.0	0.6666666666666666	0.25	4.0	1	1.0	1	1.0	0.11111111111111116	0.0	166.64647960662842	2.0	3.0	9.0	12.0	0.0	0.0	3454.0	255.0	3709.0	8
agriculture	signpost.full	Signpost topb8	f2a685dc42276a87b14f63916c9eff37	0.6666666666666666	0.0	0.0	0.25316455696202533	0.6666666666666666	0.36697247706422015	4.0	3.0	2.0	9.0	1	9	1	1.0	0.5	1.0	1.0	1	0.8	1	0.5	0.2222222222222222	0.0	142.14268708229065	2.0	3.0	9.0	12.0	0.0	0.0	3641.0	258.0	3899.0	8
agriculture	signpost.full	Signpost topb8	dd07d5afe4e32c67fe630c2696a37bd0	0.18421052631578946	0.0	0.0	0.1320754716981132	0.18421052631578946	0.15384615384615385	1.0	1.0	3.0	5.0	1	9	1	1.0	0.16666666666666666	0.5	2.0	1	0.4	1	0.0	0.11111111111111116	0.0	148.60665822029114	2.0	3.0	9.0	12.0	0.0	0.0	3051.0	195.0	3246.0	8
agriculture	signpost.full	Signpost topb8	52d7236fa783d17a976cbb3b0ba4f376	0.8421052631578947	0.0	0.0	0.1839080459770115	0.8421052631578947	0.3018867924528302	4.0	3.0	3.0	10.0	1	9	1	1.0	0.75	1.0	1.0	1	1.0	1	1.0	0.33333333333333337	0.0	185.58605861663818	2.0	3.0	9.0	12.0	0.0	0.0	4077.0	250.0	4327.0	8
agriculture	signpost.full	Signpost topb8	27219e023c1979d71f2d87876bd2db65	0.5151515151515151	0.0	0.0	0.20987654320987653	0.5151515151515151	0.2982456140350877	3.0	3.0	1.0	7.0	1	9	1	0.0	0.0	0.16666666666666666	6.0	1	0.0	1	0.0	0.33333333333333337	1.0	150.74661421775818	2.0	3.0	9.0	12.0	0.0	0.0	1854.0	248.0	2102.0	8
agriculture	signpost.full	Signpost topb8	4c92aea6830be1a9be9583c794dd3d48	0.41025641025641024	0.0	0.0	0.41025641025641024	0.41025641025641024	0.41025641025641024	4.0	2.0	3.0	9.0	1	9	1	1.0	1.0	0.5	2.0	1	1.0	1	1.0	0.2222222222222222	0.0	128.69154500961304	2.0	3.0	9.0	12.0	0.0	0.0	5038.0	177.0	5215.0	8
agriculture	signpost.full	Signpost topb8	b6d1b4fa576b3835304870311dd22e82	0.6296296296296297	0.0	0.0	0.3269230769230769	0.6296296296296297	0.430379746835443	4.0	3.0	3.0	10.0	1	9	1	1.0	0.06666666666666667	1.0	1.0	1	0.5	1	0.0	0.5555555555555556	0.0	160.752046585083	2.0	3.0	9.0	12.0	0.0	0.0	4834.0	212.0	5046.0	8
agriculture	signpost.full	Signpost topb8	e4bb7479b1f29a32f0a3ecbfc8949fc5	0.5483870967741935	0.0	0.0	0.2236842105263158	0.5483870967741935	0.3177570093457944	4.0	3.0	2.0	9.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.11111111111111116	1.0	156.25596237182617	2.0	3.0	9.0	12.0	0.0	0.0	3247.0	221.0	3468.0	8
agriculture	signpost.full	Signpost topb8	3b71a0df65b68b24b816df11f58505b9	0.7368421052631579	0.0	0.0	0.2	0.7368421052631579	0.31460674157303364	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	0.2	5.0	1	1.0	1	1.0	0.11111111111111116	0.0	138.56014227867126	2.0	3.0	9.0	12.0	0.0	0.0	3675.0	221.0	3896.0	8
agriculture	signpost.full	Signpost topb8	36cd8d9be483d3e7d59a23823911c822	0.59375	0.0	0.0	0.2835820895522388	0.59375	0.38383838383838387	4.0	3.0	3.0	10.0	1	9	1	1.0	0.5	1.0	1.0	1	0.7142857142857143	1	0.5	0.0	0.0	157.9047429561615	2.0	3.0	9.0	12.0	0.0	0.0	3520.0	227.0	3747.0	8
agriculture	signpost.full	Signpost topb8	69c38e16b1cd708514a58a50d83b4751	0.65625	0.0	0.0	0.3088235294117647	0.65625	0.42	3.0	2.0	3.0	8.0	1	9	1	1.0	0.3333333333333333	0.25	4.0	1	0.375	1	0.0	0.0	0.0	177.82042956352234	2.0	3.0	9.0	12.0	0.0	0.0	3292.0	245.0	3537.0	8
agriculture	signpost.full	Signpost topb8	2f1268a58fda614ff256ab50fb234ffb	0.5609756097560976	0.0	0.0	0.20909090909090908	0.5609756097560976	0.3046357615894039	4.0	3.0	3.0	10.0	1	9	1	1.0	0.058823529411764705	0.5	2.0	1	0.2857142857142857	1	0.0	0.11111111111111116	0.0	157.67123293876648	2.0	3.0	9.0	12.0	0.0	0.0	3839.0	275.0	4114.0	8
agriculture	signpost.full	Signpost topb8	a786bbfe7217e81f66060a9cb41bfb4f	0.4838709677419355	0.0	0.0	0.2	0.4838709677419355	0.28301886792452835	4.0	3.0	3.0	10.0	1	9	1	1.0	0.6666666666666666	0.25	4.0	1	1.0	1	1.0	0.2222222222222222	0.0	150.58184218406677	2.0	3.0	9.0	12.0	0.0	0.0	4008.0	262.0	4270.0	8
agriculture	signpost.full	Signpost topb8	5149593cbc8cba7ebaa587307ca060b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1	9	0					1	0.0	1	0.0	0.2222222222222222		146.53988456726074	2.0	3.0	9.0	12.0	0.0	0.0	2595.0	167.0	2762.0	8
agriculture	signpost.full	Signpost topb8	dc1d2c33767c7b5853671d61efa5a2a3	0.53125	0.0	0.0	0.22972972972972974	0.53125	0.3207547169811321	2.0	2.0	2.0	6.0	1	9	1	1.0	0.4166666666666667	1.0	1.0	1	0.3333333333333333	1	0.5	0.4444444444444444	0.0	145.8024125099182	2.0	3.0	9.0	12.0	0.0	0.0	3602.0	237.0	3839.0	8
agriculture	signpost.full	Signpost topb8	1190399dd2fc582d3385c8cfcd87336b	0.6333333333333333	0.0	0.0	0.1532258064516129	0.6333333333333333	0.24675324675324678	3.0	2.0	2.0	7.0	1	9	1	1.0	1.0	1.0	1.0	1	1.0	1	1.0	0.2222222222222222	0.0	163.2866940498352	2.0	3.0	9.0	12.0	0.0	0.0	4105.0	287.0	4392.0	8
agriculture	signpost.full	Signpost topb8	d0cf5be19875ca08bde6eff88524c658	0.6785714285714286	0.0	0.0	0.2261904761904762	0.6785714285714286	0.3392857142857143	3.0	3.0	2.0	8.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.5555555555555556	1.0	151.2769672870636	2.0	3.0	9.0	12.0	0.0	0.0	4875.0	228.0	5103.0	8
agriculture	signpost.full	Signpost topb8	21d78fc382b8675a74523eb1a6c7d20e	0.9142857142857143	0.0	0.0	0.7272727272727273	0.9142857142857143	0.810126582278481	4.0	3.0	2.0	9.0	1	9	1	1.0	1.0	0.25	4.0	1	1.0	1	1.0	0.4444444444444444	0.0	135.00341534614563	2.0	3.0	9.0	12.0	0.0	0.0	4881.0	194.0	5075.0	8
agriculture	signpost.full	Signpost topb8	a513e6826a67aa01a3e11a33281dfcc7	0.30952380952380953	0.0	0.0	0.20967741935483872	0.30952380952380953	0.25	0.0	1.0	1.0	2.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.2222222222222222	1.0	138.86576771736145	2.0	3.0	9.0	12.0	0.0	0.0	3132.0	211.0	3343.0	8
agriculture	signpost.full	Signpost topb8	d6f15c07f9273e6a04ec62a4f23f6286	0.7241379310344828	0.0	0.0	0.16279069767441862	0.7241379310344828	0.2658227848101266	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	0.5	2.0	1	1.0	1	1.0	0.33333333333333337	0.0	177.81942129135132	2.0	3.0	9.0	12.0	0.0	0.0	4215.0	309.0	4524.0	8
agriculture	signpost.full	Signpost topb8	a6fdab3e933d82b59d32bdc215a2b53e	0.40476190476190477	0.0	0.0	0.2786885245901639	0.40476190476190477	0.33009708737864074	4.0	3.0	1.0	8.0	1	9	1	1.0	1.0	1.0	1.0	1	0.8	1	1.0	0.4444444444444444	0.0	137.66374707221985	2.0	3.0	9.0	12.0	0.0	0.0	4685.0	185.0	4870.0	8
agriculture	signpost.full	Signpost topb8	f31433b462b0444842199aeaa51d4933	0.6785714285714286	0.0	0.0	0.2111111111111111	0.6785714285714286	0.3220338983050848	4.0	3.0	1.0	8.0	1	9	1	1.0	0.2	1.0	1.0	1	0.4	1	0.5	0.2222222222222222	0.0	178.6705458164215	2.0	3.0	9.0	12.0	0.0	0.0	3237.0	258.0	3495.0	8
agriculture	signpost.full	Signpost topb8	971de0cc629c4e483fed4f100c07f2bb	0.7096774193548387	0.0	0.0	0.22448979591836735	0.7096774193548387	0.34108527131782945	4.0	2.0	3.0	9.0	1	9	1	1.0	0.5	0.5	2.0	1	0.9	1	0.6	0.4444444444444444	0.0	153.0214765071869	2.0	3.0	9.0	12.0	0.0	0.0	4017.0	276.0	4293.0	8
agriculture	signpost.full	Signpost topb8	7292b7a4af94bbc1336e2fc16a884388	0.8666666666666667	0.0	0.0	0.24074074074074073	0.8666666666666667	0.37681159420289856	4.0	3.0	2.0	9.0	1	9	1	1.0	0.3333333333333333	1.0	1.0	1	0.6	1	0.5	0.4444444444444444	0.0	169.69747495651245	2.0	3.0	9.0	12.0	0.0	0.0	4014.0	261.0	4275.0	8
agriculture	signpost.full	Signpost topb8	3a991da31e4b1aac8c9f6a7de5aa9967	0.6153846153846154	0.0	0.0	0.6666666666666666	0.6153846153846154	0.64	1.0	1.0	2.0	4.0	1	9	1	1.0	0.3333333333333333	1.0	1.0	1	0.5	1	0.5	0.4444444444444444	0.0	133.31016850471497	2.0	3.0	9.0	12.0	0.0	0.0	3869.0	179.0	4048.0	8
agriculture	signpost.full	Signpost topb8	a47af2ef6906688e3e4928efb275038e	0.5172413793103449	0.0	0.0	0.46875	0.5172413793103449	0.4918032786885246	3.0	2.0	3.0	8.0	1	9	1	1.0	1.0	0.5	2.0	1	1.0	1	1.0	0.5555555555555556	0.0	134.39153933525085	2.0	3.0	9.0	12.0	0.0	0.0	3425.0	148.0	3573.0	8
agriculture	signpost.full	Signpost topb8	7a81662a50db7ab99474739f748d871a	0.90625	0.0	0.0	0.5918367346938775	0.90625	0.7160493827160493	4.0	3.0	2.0	9.0	1	9	1	1.0	0.5	1.0	1.0	1	1.0	1	1.0	0.33333333333333337	0.0	132.19086503982544	2.0	3.0	9.0	12.0	0.0	0.0	3946.0	192.0	4138.0	8
agriculture	signpost.full	Signpost topb8	3893ab1514c1da9b3b09f990f9080d09	0.5757575757575758	0.0	0.0	0.2753623188405797	0.5757575757575758	0.3725490196078432	3.0	3.0	3.0	9.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.2222222222222222	1.0	155.65071558952332	2.0	3.0	9.0	12.0	0.0	0.0	4560.0	211.0	4771.0	8
agriculture	signpost.full	Signpost topb8	6d70d6d101b499c7702d0e1f4ab23ff2	0.2826086956521739	0.0	0.0	0.1368421052631579	0.2826086956521739	0.18439716312056736	2.0	1.0	2.0	5.0	1	9	1	0.0	0.0	0.16666666666666666	6.0	1	0.0	1	0.0	0.11111111111111116	1.0	159.13587641716003	2.0	3.0	9.0	12.0	0.0	0.0	2888.0	285.0	3173.0	8
agriculture	signpost.full	Signpost topb8	404d319b756b9641d4bdd0a9c16c3e93	0.675	0.0	0.0	0.19285714285714287	0.675	0.30000000000000004	4.0	3.0	2.0	9.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	171.66962480545044	2.0	3.0	9.0	12.0	0.0	0.0	3481.0	298.0	3779.0	8
agriculture	signpost.full	Signpost topb8	f863248434f339584c7a0ef029a1146e	0.46153846153846156	0.0	0.0	0.17475728155339806	0.46153846153846156	0.2535211267605634	2.0	1.0	3.0	6.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	160.82740879058838	2.0	3.0	9.0	12.0	0.0	0.0	3757.0	241.0	3998.0	8
agriculture	signpost.full	Signpost topb8	1935e756a042c17a07f0ba5db51dcbed	0.9523809523809523	0.0	0.0	0.9090909090909091	0.9523809523809523	0.9302325581395349	4.0	3.0	3.0	10.0	1	9	1	0.0	0.0	0.16666666666666666	6.0	1	0.0	1	0.0	0.33333333333333337	1.0	144.5256941318512	2.0	3.0	9.0	12.0	0.0	0.0	2521.0	129.0	2650.0	8
agriculture	signpost.full	Signpost topb8	e5482886d2002090581542ffa9970d93	0.47368421052631576	0.0	0.0	0.18947368421052632	0.47368421052631576	0.27067669172932335	4.0	3.0	3.0	10.0	1	9	1	1.0	0.25	0.25	4.0	1	0.5	1	0.3333333333333333	0.2222222222222222	0.0	177.320494890213	2.0	3.0	9.0	12.0	0.0	0.0	3578.0	275.0	3853.0	8
agriculture	signpost.full	Signpost topb8	65957fea4d776b325b3465f7a13ef256	0.3333333333333333	0.0	0.0	0.3404255319148936	0.3333333333333333	0.3368421052631579	2.0	1.0	1.0	4.0	1	9	0					1	0.0	1	0.0	0.11111111111111116		170.53171062469482	2.0	3.0	9.0	12.0	0.0	0.0	3211.0	204.0	3415.0	8
agriculture	signpost.full	Signpost topb8	38812b9bbd22c9544625f772cb62484d	0.5294117647058824	0.0	0.0	0.24	0.5294117647058824	0.33027522935779813	3.0	3.0	1.0	7.0	1	9	1	1.0	0.16666666666666666	0.5	2.0	1	0.6	1	0.0	0.5555555555555556	0.0	144.148099899292	2.0	3.0	9.0	12.0	0.0	0.0	4116.0	220.0	4336.0	8
agriculture	signpost.full	Signpost topb8	f32bcd92713842a03427fa9feb806efa	0.4838709677419355	0.0	0.0	0.2830188679245283	0.4838709677419355	0.3571428571428572	4.0	2.0	3.0	9.0	1	9	1	1.0	1.0	0.2	5.0	1	1.0	1	1.0	0.11111111111111116	0.0	135.28789925575256	2.0	3.0	9.0	12.0	0.0	0.0	3203.0	213.0	3416.0	8
agriculture	signpost.full	Signpost topb8	3d72f07483ce94e22f6233fd21c41495	0.48717948717948717	0.0	0.0	0.25	0.48717948717948717	0.33043478260869563	4.0	3.0	2.0	9.0	1	9	1	1.0	0.23529411764705882	0.5	2.0	1	1.0	1	1.0	0.11111111111111116	0.0	171.98992943763733	2.0	3.0	9.0	12.0	0.0	0.0	3192.0	213.0	3405.0	8
agriculture	signpost.full	Signpost topb8	cd01ad78039b07acc119df2fadca1e4b	0.39215686274509803	0.0	0.0	0.37037037037037035	0.39215686274509803	0.3809523809523809	3.0	1.0	2.0	6.0	1	9	1	1.0	0.6666666666666666	1.0	1.0	1	0.6666666666666666	1	0.0	0.0	0.0	144.96378922462463	2.0	3.0	9.0	12.0	0.0	0.0	3481.0	191.0	3672.0	8
agriculture	signpost.full	Signpost topb8	7b01c9afc584982d04b340c01f02d1e0	0.75	0.0	0.0	0.5217391304347826	0.75	0.6153846153846153	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	0.5	2.0	1	1.0	1	1.0	0.4444444444444444	0.0	135.80656337738037	2.0	3.0	9.0	12.0	0.0	0.0	3741.0	172.0	3913.0	8
agriculture	signpost.full	Signpost topb8	d3ea31ccae3108b4f88702d606a0857a	0.9210526315789473	0.0	0.0	0.5072463768115942	0.9210526315789473	0.6542056074766355	4.0	3.0	3.0	10.0	1	9	1	1.0	1.0	0.3333333333333333	3.0	1	1.0	1	1.0	0.4444444444444444	0.0	139.6036913394928	2.0	3.0	9.0	12.0	0.0	0.0	4068.0	219.0	4287.0	8
agriculture	signpost.full	Signpost topb8	9eb480441a9d2eac78f281ebd57786e5	0.5789473684210527	0.0	0.0	0.2682926829268293	0.5789473684210527	0.36666666666666664	3.0	2.0	2.0	7.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.33333333333333337	1.0	157.178293466568	2.0	3.0	9.0	12.0	0.0	0.0	3978.0	228.0	4206.0	8
agriculture	signpost.full	Signpost topb8	93f880324bfa2dd663be51b8117584b8	0.24242424242424243	0.0	0.0	0.2	0.24242424242424243	0.21917808219178084	3.0	2.0	2.0	7.0	1	9	1	0.0	0.0	0.0		1	0.0	1	0.0	0.33333333333333337	1.0	184.67765951156616	2.0	3.0	9.0	12.0	0.0	0.0	4303.0	211.0	4514.0	8
agriculture	signpost.full	Signpost topb8	1a1258976551bb1be9fd714286151fdf	0.45	0.0	0.0	0.08108108108108109	0.45	0.13740458015267176	1.0	1.0	1.0	3.0	1	9	1	1.0	0.4	1.0	1.0	1	1.0	1	1.0	0.11111111111111116	0.0	172.01079511642456	2.0	3.0	9.0	12.0	0.0	0.0	3870.0	284.0	4154.0	8
agriculture	signpost.full	Signpost topb8	8ed8cc6ad7ffb924651a80d78964f0c3	0.4117647058823529	0.0	0.0	0.34146341463414637	0.4117647058823529	0.37333333333333335	1.0	0.0	1.0	2.0	1	9	0					1	0.0	1	0.0	0.11111111111111116		146.27333736419678	2.0	3.0	9.0	12.0	0.0	0.0	3822.0	227.0	4049.0	8
