dataset	method	question_id	answer_recall	contain_accuracy	legacy_exact_match	legacy_precision	legacy_recall	legacy_f1	llm_accuracy_score	llm_completeness_score	llm_conciseness_score	llm_total_score	evidence_observed	num_evidence_chunks	silver_scored	silver_hit_at_5	silver_recall_at_5	evidence_mrr	first_hit_rank	target_unit_scored	target_unit_recall_at_5	claim_scored	claim_coverage_at_5	duplicate_evidence_ratio	miss_rate	latency_seconds	llm_calls	search_calls	read_calls	tool_calls	embedding_calls	rerank_calls	input_tokens	output_tokens	total_tokens
musique_q100	vanilla_llm	2hop__329005_62776	1.0	1.0	0.0	0.05555555555555555	1.0	0.10526315789473684					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.9462413787841797	1.0	0.0	0.0	0.0	0.0	0.0	12.0	30.0	42.0
musique_q100	vanilla_llm	2hop__78686_5225	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	9.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3812956809997559	1.0	0.0	0.0	0.0	0.0	0.0	17.0	35.0	52.0
musique_q100	vanilla_llm	2hop__436787_160300	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.4765489101409912	1.0	0.0	0.0	0.0	0.0	0.0	14.0	39.0	53.0
musique_q100	vanilla_llm	2hop__733144_88978	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.785771131515503	1.0	0.0	0.0	0.0	0.0	0.0	13.0	65.0	78.0
musique_q100	vanilla_llm	2hop__67816_821363	0.5	0.0	0.0	0.03571428571428571	0.5	0.06666666666666667					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.1354336738586426	1.0	0.0	0.0	0.0	0.0	0.0	16.0	37.0	53.0
musique_q100	vanilla_llm	2hop__487737_369731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	4.474447250366211	1.0	0.0	0.0	0.0	0.0	0.0	11.0	158.0	169.0
musique_q100	vanilla_llm	2hop__286726_64214	1.0	1.0	0.0	0.19047619047619047	1.0	0.32	4.0	3.0	2.0	9.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.9151289463043213	1.0	0.0	0.0	0.0	0.0	0.0	15.0	28.0	43.0
musique_q100	vanilla_llm	2hop__68097_476825	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.8123693466186523	1.0	0.0	0.0	0.0	0.0	0.0	16.0	23.0	39.0
musique_q100	vanilla_llm	2hop__645842_44191	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.9010560512542725	1.0	0.0	0.0	0.0	0.0	0.0	13.0	70.0	83.0
musique_q100	vanilla_llm	2hop__657213_82827	1.0	1.0	0.0	0.041666666666666664	1.0	0.07999999999999999					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.1656785011291504	1.0	0.0	0.0	0.0	0.0	0.0	14.0	31.0	45.0
musique_q100	vanilla_llm	3hop1__426018_196807_760519	0.5	0.0	0.0	0.058823529411764705	0.5	0.10526315789473684					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.8030714988708496	1.0	0.0	0.0	0.0	0.0	0.0	13.0	23.0	36.0
musique_q100	vanilla_llm	2hop__35105_160978	1.0	1.0	0.0	0.03636363636363636	1.0	0.07017543859649122					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.7382128238677979	1.0	0.0	0.0	0.0	0.0	0.0	15.0	73.0	88.0
musique_q100	vanilla_llm	2hop__143119_127008	1.0	1.0	0.0	0.058823529411764705	1.0	0.1111111111111111					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6945340633392334	1.0	0.0	0.0	0.0	0.0	0.0	14.0	22.0	36.0
musique_q100	vanilla_llm	2hop__129571_51268	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6587014198303223	1.0	0.0	0.0	0.0	0.0	0.0	14.0	22.0	36.0
musique_q100	vanilla_llm	2hop__151918_5303	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.2377691268920898	1.0	0.0	0.0	0.0	0.0	0.0	14.0	41.0	55.0
musique_q100	vanilla_llm	2hop__46376_158105	0.2	0.0	0.0	0.018867924528301886	0.2	0.034482758620689655					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	4.459712028503418	1.0	0.0	0.0	0.0	0.0	0.0	15.0	149.0	164.0
musique_q100	vanilla_llm	2hop__3756_11179	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.1570918560028076	1.0	0.0	0.0	0.0	0.0	0.0	15.0	36.0	51.0
musique_q100	vanilla_llm	2hop__727629_25111	0.6666666666666666	0.0	0.0	0.0625	0.6666666666666666	0.11428571428571428					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3556241989135742	1.0	0.0	0.0	0.0	0.0	0.0	17.0	42.0	59.0
musique_q100	vanilla_llm	2hop__106465_54210	1.0	1.0	0.0	0.15384615384615385	1.0	0.2666666666666667					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6353347301483154	1.0	0.0	0.0	0.0	0.0	0.0	14.0	22.0	36.0
musique_q100	vanilla_llm	2hop__74152_13735	1.0	1.0	0.0	0.125	1.0	0.2222222222222222					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3281903266906738	1.0	0.0	0.0	0.0	0.0	0.0	16.0	42.0	58.0
musique_q100	vanilla_llm	2hop__145496_31260	0.5	0.0	0.0	0.07142857142857142	0.5	0.125					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.8916211128234863	1.0	0.0	0.0	0.0	0.0	0.0	16.0	34.0	50.0
musique_q100	vanilla_llm	2hop__103784_176951	1.0	1.0	0.0	0.16666666666666666	1.0	0.2857142857142857					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.7863235473632812	1.0	0.0	0.0	0.0	0.0	0.0	18.0	19.0	37.0
musique_q100	vanilla_llm	2hop__459175_83050	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3595869541168213	1.0	0.0	0.0	0.0	0.0	0.0	16.0	43.0	59.0
musique_q100	vanilla_llm	2hop__23133_58128	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6884140968322754	1.0	0.0	0.0	0.0	0.0	0.0	18.0	25.0	43.0
musique_q100	vanilla_llm	2hop__861101_131909	1.0	1.0	0.0	0.05555555555555555	1.0	0.10526315789473684					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.0159056186676025	1.0	0.0	0.0	0.0	0.0	0.0	18.0	29.0	47.0
musique_q100	vanilla_llm	2hop__36269_73244	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3402345180511475	1.0	0.0	0.0	0.0	0.0	0.0	16.0	35.0	51.0
musique_q100	vanilla_llm	2hop__131280_578368	0.5	0.0	0.0	0.05263157894736842	0.5	0.09523809523809525					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.8984217643737793	1.0	0.0	0.0	0.0	0.0	0.0	16.0	23.0	39.0
musique_q100	vanilla_llm	2hop__752834_90536	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.7298552989959717	1.0	0.0	0.0	0.0	0.0	0.0	17.0	89.0	106.0
musique_q100	vanilla_llm	2hop__809785_606637	1.0	1.0	0.0	0.16666666666666666	1.0	0.2857142857142857					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.7828822135925293	1.0	0.0	0.0	0.0	0.0	0.0	15.0	23.0	38.0
musique_q100	vanilla_llm	2hop__864161_51682	0.3333333333333333	0.0	0.0	0.025	0.3333333333333333	0.046511627906976744					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.5580189228057861	1.0	0.0	0.0	0.0	0.0	0.0	15.0	50.0	65.0
musique_q100	vanilla_llm	2hop__316088_43559	1.0	1.0	0.0	0.01694915254237288	1.0	0.03333333333333333					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.1982619762420654	1.0	0.0	0.0	0.0	0.0	0.0	17.0	80.0	97.0
musique_q100	vanilla_llm	2hop__5831_6832	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.4188883304595947	1.0	0.0	0.0	0.0	0.0	0.0	16.0	47.0	63.0
musique_q100	vanilla_llm	2hop__74579_74402	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6637566089630127	1.0	0.0	0.0	0.0	0.0	0.0	18.0	21.0	39.0
musique_q100	vanilla_llm	2hop__16592_41141	0.75	0.0	0.0	0.058823529411764705	0.75	0.10909090909090909					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.1842398643493652	1.0	0.0	0.0	0.0	0.0	0.0	19.0	80.0	99.0
musique_q100	vanilla_llm	2hop__123252_26382	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.7344913482666016	1.0	0.0	0.0	0.0	0.0	0.0	18.0	94.0	112.0
musique_q100	vanilla_llm	3hop1__536767_777020_24607	0.3333333333333333	0.0	0.0	0.014925373134328358	0.3333333333333333	0.028571428571428574					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.679011106491089	1.0	0.0	0.0	0.0	0.0	0.0	16.0	92.0	108.0
musique_q100	vanilla_llm	2hop__104757_74309	1.0	1.0	0.0	0.11764705882352941	1.0	0.21052631578947367					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.6954374313354492	1.0	0.0	0.0	0.0	0.0	0.0	17.0	22.0	39.0
musique_q100	vanilla_llm	2hop__8460_838537	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	67.69627046585083	1.0	0.0	0.0	0.0	0.0	0.0	17.0	90.0	107.0
musique_q100	vanilla_llm	2hop__64267_52870	0.3333333333333333	0.0	0.0	0.05263157894736842	0.3333333333333333	0.09090909090909091					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.135704517364502	1.0	0.0	0.0	0.0	0.0	0.0	20.0	28.0	48.0
musique_q100	vanilla_llm	4hop3__853503_419859_22784_86234	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.74654221534729	1.0	0.0	0.0	0.0	0.0	0.0	16.0	82.0	98.0
musique_q100	vanilla_llm	2hop__32986_62851	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	3.6615257263183594	1.0	0.0	0.0	0.0	0.0	0.0	19.0	131.0	150.0
musique_q100	vanilla_llm	2hop__20862_42892	0.6666666666666666	0.0	0.0	0.16	0.6666666666666666	0.25806451612903225					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.2643394470214844	1.0	0.0	0.0	0.0	0.0	0.0	18.0	35.0	53.0
musique_q100	vanilla_llm	2hop__240053_776926	0.5	0.0	0.0	0.07142857142857142	0.5	0.125					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.5934205055236816	1.0	0.0	0.0	0.0	0.0	0.0	15.0	19.0	34.0
musique_q100	vanilla_llm	2hop__434251_76652	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.342822551727295	1.0	0.0	0.0	0.0	0.0	0.0	16.0	40.0	56.0
musique_q100	vanilla_llm	2hop__19013_864388	1.0	1.0	0.0	0.11764705882352941	1.0	0.21052631578947367					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.0753073692321777	1.0	0.0	0.0	0.0	0.0	0.0	17.0	33.0	50.0
musique_q100	vanilla_llm	2hop__488811_30113	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.0124897956848145	1.0	0.0	0.0	0.0	0.0	0.0	19.0	35.0	54.0
musique_q100	vanilla_llm	3hop1__174312_604325_1940	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.039168357849121	1.0	0.0	0.0	0.0	0.0	0.0	21.0	36.0	57.0
musique_q100	vanilla_llm	2hop__135993_160249	0.5	0.0	0.0	0.014492753623188406	0.5	0.028169014084507046					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	3.100005865097046	1.0	0.0	0.0	0.0	0.0	0.0	19.0	81.0	100.0
musique_q100	vanilla_llm	2hop__31995_8583	0.4	0.0	0.0	0.02666666666666667	0.4	0.05					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	3.5191104412078857	1.0	0.0	0.0	0.0	0.0	0.0	19.0	116.0	135.0
musique_q100	vanilla_llm	4hop1__94201_642284_131926_90707	0.8	0.0	0.0	0.09302325581395349	0.8	0.16666666666666666					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.9640629291534424	1.0	0.0	0.0	0.0	0.0	0.0	19.0	61.0	80.0
musique_q100	vanilla_llm	2hop__782253_31296	1.0	1.0	0.0	0.029850746268656716	1.0	0.05797101449275362					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.253298282623291	1.0	0.0	0.0	0.0	0.0	0.0	19.0	83.0	102.0
musique_q100	vanilla_llm	2hop__130528_701819	1.0	1.0	0.0	0.02702702702702703	1.0	0.052631578947368425					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.8676347732543945	1.0	0.0	0.0	0.0	0.0	0.0	22.0	65.0	87.0
musique_q100	vanilla_llm	2hop__131380_555599	0.5	0.0	0.0	0.041666666666666664	0.5	0.07692307692307693					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.8412561416625977	1.0	0.0	0.0	0.0	0.0	0.0	22.0	33.0	55.0
musique_q100	vanilla_llm	3hop1__42151_35341_84668	0.16666666666666666	0.0	0.0	0.021739130434782608	0.16666666666666666	0.03846153846153846					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.9388911724090576	1.0	0.0	0.0	0.0	0.0	0.0	20.0	64.0	84.0
musique_q100	vanilla_llm	3hop1__274882_105015_42951	1.0	1.0	0.0	0.05128205128205128	1.0	0.09756097560975609					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.58150053024292	1.0	0.0	0.0	0.0	0.0	0.0	19.0	51.0	70.0
musique_q100	vanilla_llm	2hop__10692_33145	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.8977484703063965	1.0	0.0	0.0	0.0	0.0	0.0	19.0	59.0	78.0
musique_q100	vanilla_llm	3hop1__839744_183029_831331	0.5	0.0	0.0	0.0048543689320388345	0.5	0.009615384615384614					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	8.215245962142944	1.0	0.0	0.0	0.0	0.0	0.0	20.0	288.0	308.0
musique_q100	vanilla_llm	3hop1__701129_146907_81648	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.1015541553497314	1.0	0.0	0.0	0.0	0.0	0.0	21.0	72.0	93.0
musique_q100	vanilla_llm	2hop__128429_74242	1.0	1.0	0.0	0.029411764705882353	1.0	0.05714285714285715					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.4819843769073486	1.0	0.0	0.0	0.0	0.0	0.0	23.0	42.0	65.0
musique_q100	vanilla_llm	3hop1__83918_517267_451901	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	4.148238658905029	1.0	0.0	0.0	0.0	0.0	0.0	23.0	147.0	170.0
musique_q100	vanilla_llm	2hop__983_4661	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.3423128128051758	1.0	0.0	0.0	0.0	0.0	0.0	22.0	11.0	33.0
musique_q100	vanilla_llm	2hop__799211_21244	1.0	1.0	0.0	0.01639344262295082	1.0	0.03225806451612903					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.137932300567627	1.0	0.0	0.0	0.0	0.0	0.0	24.0	79.0	103.0
musique_q100	vanilla_llm	3hop1__725408_101762_36942	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.660395622253418	1.0	0.0	0.0	0.0	0.0	0.0	19.0	23.0	42.0
musique_q100	vanilla_llm	3hop1__250064_280480_194644	0.5	0.0	0.0	0.0045045045045045045	0.5	0.00892857142857143					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	7.35417628288269	1.0	0.0	0.0	0.0	0.0	0.0	22.0	324.0	346.0
musique_q100	vanilla_llm	3hop1__347858_503371_21711	0.25	0.0	0.0	0.0136986301369863	0.25	0.025974025974025972					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.5068535804748535	1.0	0.0	0.0	0.0	0.0	0.0	22.0	91.0	113.0
musique_q100	vanilla_llm	2hop__129047_85808	0.3333333333333333	0.0	0.0	0.08333333333333333	0.3333333333333333	0.13333333333333333					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.7110779285430908	1.0	0.0	0.0	0.0	0.0	0.0	24.0	21.0	45.0
musique_q100	vanilla_llm	3hop1__51280_6975_49087	1.0	1.0	0.0	0.034482758620689655	1.0	0.06666666666666667					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.7786688804626465	1.0	0.0	0.0	0.0	0.0	0.0	24.0	71.0	95.0
musique_q100	vanilla_llm	2hop__105604_20314	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	0.5155773162841797	1.0	0.0	0.0	0.0	0.0	0.0	24.0	18.0	42.0
musique_q100	vanilla_llm	4hop1__771620_317689_1286_19116	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	3.652928352355957	1.0	0.0	0.0	0.0	0.0	0.0	25.0	148.0	173.0
musique_q100	vanilla_llm	4hop1__158877_53706_795904_580996	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	4.231701612472534	1.0	0.0	0.0	0.0	0.0	0.0	27.0	185.0	212.0
musique_q100	vanilla_llm	3hop1__159803_89752_75165	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.9594368934631348	1.0	0.0	0.0	0.0	0.0	0.0	29.0	82.0	111.0
musique_q100	vanilla_llm	2hop__746732_13787	1.0	1.0	0.0	0.017241379310344827	1.0	0.03389830508474576					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.07216477394104	1.0	0.0	0.0	0.0	0.0	0.0	29.0	88.0	117.0
musique_q100	vanilla_llm	4hop2__144457_57411_1952_78767	0.0	0.0	0.0	0.0	0.0	0.0					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	2.7609872817993164	1.0	0.0	0.0	0.0	0.0	0.0	28.0	118.0	146.0
musique_q100	vanilla_llm	3hop2__66748_77886_69951	1.0	1.0	0.0	0.075	1.0	0.13953488372093023					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.271876573562622	1.0	0.0	0.0	0.0	0.0	0.0	24.0	53.0	77.0
musique_q100	vanilla_llm	4hop3__493923_300471_380304_62462	0.5	0.0	0.0	0.024390243902439025	0.5	0.046511627906976744					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.5606906414031982	1.0	0.0	0.0	0.0	0.0	0.0	33.0	59.0	92.0
musique_q100	vanilla_llm	4hop1__524030_829000_51791_52221	1.0	1.0	0.0	0.025	1.0	0.04878048780487806					0	0	1	0.0	0.0	0.0		1	0.0	1	0.0	0.0	1.0	1.3402800559997559	1.0	0.0	0.0	0.0	0.0	0.0	32.0	53.0	85.0
